"","obs.dif","critical.dif","difference"
"6-7",30.8989071038251,77.7478100179392,FALSE
"6-8",58.9207650273224,77.7478100179392,FALSE
"6-9",75.9836065573771,95.2212315813986,FALSE
"7-8",28.0218579234973,54.9760036860882,FALSE
"7-9",45.084699453552,77.7478100179392,FALSE
"8-9",17.0628415300547,77.7478100179392,FALSE
