"","obs.dif","critical.dif","difference"
"6-7",NA,Inf,NA
"6-8",NA,Inf,NA
"6-9",NA,Inf,NA
"7-8",201.595628415301,48.1075199854463,TRUE
"7-9",322.445355191257,68.0343072155529,TRUE
"8-9",120.849726775956,68.0343072155529,TRUE
